nct,title,status,why_stopped,phase,enrollment,enrollment_type,allocation,masking,purpose,start,primary_completion,completion,first_posted,last_update,sponsor,collaborators,conditions,interventions,primary_outcome,countries,has_korea
NCT05075538,COVID-19: Immune Response in Patients With Cancer Undergoing mRNA Vaccination Against SARS-CoV-2,TERMINATED,The population as defined by the inclusion/exclusion criteria and the study logistics were leading to a poor recruitment over the past years.,PHASE4,152,ACTUAL,NA,NONE,PREVENTION,2021-12-01,2024-01-08,2024-01-08,2021-10-12,2024-01-17,Jules Bordet Institute,Roche Pharma AG,Cancer,Spikevax; Comirnaty; Spikevax bivalent Original/Omicron BA.1; Spikevax bivalent Original/Omicron BA.4-5; Comirnaty Original/Omicron BA.1; Comirnaty Original/Omicron BA.4-5; Comirnaty Omicron XBB.1.5; Spikevax Omicron XBB.1.5,Humoral immune response against SARS-CoV-2 after the last dose of a mRNA anti-SARS-CoV-2 vaccine (Baseline assessment),Belgium,
NCT05124743,HLA Typing & Tumor Neoantigen Identification for Phase I/II Study of Autologous TCR-T Cells in Subjects With Solid Tumors,TERMINATED,"TCR001-002 protocol was combined with TCR001-201 protocol, which was terminated due to business decisions.",,19,ACTUAL,,,,2021-09-24,2023-08-14,2023-08-14,2021-11-18,2025-07-30,Alaunos Therapeutics,M.D. Anderson Cancer Center,Ovarian Cancer; Endometrial Cancer; Colo-rectal Cancer; Cholangiocarcinoma; Non-small Cell Lung Cancer; Pancreas Cancer,,Number of Participants Positive for Human Leukocyte Antigen (HLA)-A*02,United States,
NCT05194735,Phase I/II Study of Autologous T Cells to Express T-Cell Receptors (TCRs) in Subjects With Solid Tumors,TERMINATED,Funding,"PHASE1,PHASE2",8,ACTUAL,NON_RANDOMIZED,NONE,TREATMENT,2022-04-04,2023-08-14,2023-08-14,2022-01-18,2025-11-10,Alaunos Therapeutics,,Gynecologic Cancer; Colorectal Cancer; Pancreatic Cancer; Non-small Cell Lung Cancer; Cholangiocarcinoma; Ovarian Cancer; Endometrial Cancer; Ovarian Carcinoma; Ovary Neoplasm; Squamous Cell Lung Cancer; Adenocarcinoma of Lung; Adenosquamous Cell Lung Cancer,Neoantigen specific TCR-T cell drug product; Aldesleukin (IL-2),Number of Participants With Treatment-Emergent Adverse Events; Frequency of Dose Limiting Toxicities; Determination of Maximum Tolerated Dose (MTD) or Recommended Phase II Dose (RP2D),United States,
NCT05576077,A Study of TBio-4101 (TIL) and Pembrolizumab in Patients With Advanced Solid Tumors,TERMINATED,Sponsor decision,PHASE1,31,ACTUAL,NON_RANDOMIZED,NONE,TREATMENT,2023-01-17,2025-02-04,2025-02-24,2022-10-12,2025-03-10,"Turnstone Biologics, Corp.",,Breast Cancer; Colorectal Cancer; Uveal Melanoma; Cutaneous Melanoma; Non-Small Cell Lung Cancer; Head and Neck Squamous Cell Carcinoma,TBio-4101; Pembrolizumab,Safety and tolerability,Canada; United States,
NCT05641545,IVAC-RCC-001: A Personalized Neoantigen Vaccine as Add-on to Standard of Care Checkpoint Inhibitor in Advanced/Metastatic RCC Patients,TERMINATED,Premature discontinuation due to üoor participant recruitment,PHASE1,1,ACTUAL,NA,NONE,OTHER,2022-10-17,2024-09-15,2024-09-15,2022-12-07,2024-09-19,SLK Kliniken Heilbronn GmbH,,Advanced Renal Cell Carcinoma,IVAC,"Primary endpoint is ""success of treatment"" defined as a patient without unacceptable toxicity and showing a vaccination-induced T-cell response.",Germany,
NCT06295809,A Study of (Neo)Adjuvant Intismeran Autogene (V940) and Pembrolizumab in Cutaneous Squamous Cell Carcinoma (V940-007),TERMINATED,Business reasons,"PHASE2,PHASE3",46,ACTUAL,RANDOMIZED,SINGLE,TREATMENT,2024-04-18,2026-03-05,2026-03-05,2024-03-06,2026-05-08,Merck Sharp & Dohme LLC,"ModernaTX, Inc.","Carcinoma, Squamous Cell; Skin Neoplasms",Pembrolizumab; Intismeran autogene; Surgery,Event Free Survival (EFS),Argentina; Australia; Belgium; Brazil; Canada; Chile; Colombia; Czechia; France; Germany; Hungary; Israel; Italy; New Zealand; Norway; Poland; Romania; Spain; United Kingdom; United States,
NCT01197625,Vaccine Therapy in Curative Resected Prostate Cancer Patients,UNKNOWN,,"PHASE1,PHASE2",30,ESTIMATED,NA,NONE,TREATMENT,2010-09,2024-09,2025-09,2010-09-09,2022-09-27,Oslo University Hospital,,Prostate Cancer,Dendritic cell vaccine,Time to treatment failure defined by two different measurement of PSA levels >0.5 µg/L with minimum of 4 weeks interval in patients receiving treatment,Norway,
NCT01456065,Safety of Active Immunotherapy in Subjects With Ovarian Cancer,UNKNOWN,,PHASE1,15,ACTUAL,RANDOMIZED,NONE,TREATMENT,2010-09,2013-04,2013-04,2011-10-20,2013-03-01,Life Research Technologies GmbH,,Ovarian Epithelial Cancer,Procure; Procure,Incidence of Adverse Events and clinical relevant deviations from Laboratory parameters,Austria; Hungary,
NCT01617122,Evaluate Bacteriophage as a Useful Immunogen in Patients With Primary Immune Deficiency Diseases (PIDD),UNKNOWN,,NA,200,ESTIMATED,NA,NONE,DIAGNOSTIC,1995-10,2015-12,2015-12,2012-06-12,2012-07-17,University of South Florida,,Primary Immune Deficiency Diseases,Bacteriophage OX174,Evidence of capacity of switch from IgM to IgG.,United States,
NCT01759810,Proteome-based Personalized Immunotherapy of Glioblastoma,UNKNOWN,,"PHASE2,PHASE3",60,ESTIMATED,NON_RANDOMIZED,NONE,TREATMENT,2012-12,2018-12,2020-12,2013-01-03,2017-10-12,NeuroVita Clinic,Blokhin's Russian Cancer Research Center; Russian Foundation of Technological Development; The Serbsky State Scientific Center for Social and Forensic Psychiatry; National Institute of Regenerative Medicine; SRC Bioclinicum,Glioblastoma,"Dendritic vaccine, allogeneic hematopoietic stem cells, cytotoxic lymphocytes; Dendritic vaccine, autologous hematopoietic stem cells, cytotoxic lymphocytes",All cause mortality,Russia,
NCT01782274,Proteome-based Immunotherapy of Brain Metastases From Breast Cancer,UNKNOWN,,"PHASE2,PHASE3",60,ESTIMATED,NON_RANDOMIZED,NONE,TREATMENT,2012-12,2018-12,2020-12,2013-02-01,2017-10-12,NeuroVita Clinic,Blokhin's Russian Cancer Research Center; Russian Foundation of Technological Development; The Serbsky State Scientific Center for Social and Forensic Psychiatry; National Institute of Regenerative Medicine; SRC Bioclinicum,Neoplasm Metastasis,"Dendritic vaccine, allogeneic hematopoietic stem cells, cytotoxic lymphocytes; Dendritic vaccine, autologous hematopoietic stem cells, cytotoxic lymphocytes",All cause mortality,Russia,
NCT01782287,Proteome-based Immunotherapy of Lung Cancer Brain Metastases,UNKNOWN,,"PHASE2,PHASE3",60,ESTIMATED,NON_RANDOMIZED,NONE,TREATMENT,2012-12,2018-12,2020-12,2013-02-01,2017-10-12,NeuroVita Clinic,Blokhin's Russian Cancer Research Center; Russian Foundation of Technological Development; The Serbsky State Scientific Center for Social and Forensic Psychiatry; National Institute of Regenerative Medicine; SRC Bioclinicum,Neoplasm Metastasis,"Dendritic vaccine, allogeneic hematopoietic stem cells, cytotoxic lymphocytes; Dendritic vaccine, autologous hematopoietic stem cells, cytotoxic lymphocytes",All cause mortality,Russia,
NCT01885702,Dendritic Cell Vaccination in Patients With Lynch Syndrome or Colorectal Cancer With MSI,UNKNOWN,,"PHASE1,PHASE2",25,ESTIMATED,NON_RANDOMIZED,NONE,TREATMENT,2010-10,2016-04,2025-09,2013-06-25,2025-04-04,Radboud University Medical Center,,Colorectal Cancer,DC vaccination,Safety and feasibility of vaccination with frameshift-derived neoantigen-loaded DC of CRC patients,Netherlands,
NCT02452307,Peptide-specific Vaccination in HLA-A*02 Positive Patients With Biochemical Recurrence After Radical Prostatectomy,UNKNOWN,,"PHASE1,PHASE2",36,ACTUAL,RANDOMIZED,NONE,TREATMENT,2004-04,2017-10,2017-10,2015-05-22,2017-08-17,University Hospital Tuebingen,,Recurrent Prostate Cancer,Peptide vaccine; Montanide ISA-51; Granulocyte macrophage colony stimulating factor (GM-CSF); Imiquimod; mRNA; Protamin; local hyperthermia,Change from Baseline in Immune Response at day 70,,
NCT02667093,Samples From Leukemia Patients and Their Donors to Identify Specific Antigens,UNKNOWN,,,50,ACTUAL,,,,2013-01,2020-12,2020-12,2016-01-28,2020-03-04,"PersImmune, Inc","University of California, San Diego",Acute Myeloid Leukemia,,Genomics of patients with leukemia and their HLA matched bone marrow transplant donors.,United States,
NCT02693236,DC Vaccine Combined With CIK Cells in Patients With Esophagus Cancer,UNKNOWN,,"PHASE1,PHASE2",30,ESTIMATED,NA,NONE,TREATMENT,2014-08,2016-08,2016-11,2016-02-26,2016-02-26,Affiliated Hospital to Academy of Military Medical Sciences,,Esophagus Cancer,adenovirus-transfected autologous DC vaccine plus CIK cells,objective rate response (CR+PR) as measured by RECIST criteria,China,
NCT02735590,The Correlate of Risk Targeted Intervention Study,UNKNOWN,,"PHASE2,PHASE3",2927,ACTUAL,RANDOMIZED,NONE,PREVENTION,2016-09-20,2019-12-31,2019-12-31,2016-04-12,2018-12-24,University of Cape Town,South African Tuberculosis Vaccine Initiative; Aurum Institute; Centre for the AIDS Programme of Research in South Africa; University of Stellenbosch; London School of Hygiene and Tropical Medicine; Fred Hutchinson Cancer Center,Tuberculosis,Isoniazid; Rifapentine,Treatment Efficacy; Performance of COR,South Africa,
NCT02787915,DC1s-CTL Cellular Therapy for Renal Cell Carcinoma,UNKNOWN,,"PHASE1,PHASE2",50,ESTIMATED,NA,NONE,TREATMENT,2016-09,2019-08,2019-08,2016-06-01,2016-06-02,Xuzhou Medical University,,Renal Cell Carcinoma,DC1-CTL,Number of Participants with Adverse Events as a Measure of Safety and Tolerability,,
NCT02938728,Definition of an Immune Signature Predictive of Anti-PD1 (Programmed Death-1) Antibody in the Treatment of Advanced Melanoma,UNKNOWN,,,120,ESTIMATED,,,,2016-11,2020-03,2021-03,2016-10-19,2016-10-25,Assistance Publique - Hôpitaux de Paris,,Malignant Melanoma,Biopsies,Overall survival,,
NCT02956551,Personalized DC Vaccine for Lung Cancer,UNKNOWN,,PHASE1,20,ESTIMATED,NA,NONE,TREATMENT,2016-11-30,2019-12-31,2020-06-01,2016-11-07,2018-05-31,Sichuan University,,"Carcinoma, Non-Small-Cell Lung",DC vaccine,Number of participants with treatment-related adverse events as assessed by CTCAE v4.0,China,
NCT03040791,Nivolumab in Prostate Cancer With DNA Repair Defects (ImmunoProst Trial),UNKNOWN,,PHASE2,38,ESTIMATED,NA,NONE,TREATMENT,2018-06-01,2022-01-01,2022-03-01,2017-02-02,2021-08-26,Hospital Moinhos de Vento,Bristol-Myers Squibb,Prostate Cancer,Nivolumab,PSA response rate,Brazil,
NCT03072498,Collection of Samples From Patients With MDS,UNKNOWN,,,24,ESTIMATED,,,,2017-04-06,2020-12-05,2021-03-05,2017-03-07,2019-03-26,"PersImmune, Inc","University of California, San Diego",Myelodysplastic Syndromes(MDS),,Genomics of patients with MDS,United States,
NCT03083054,Cellular Immunotherapy for Patients With High Risk Myelodysplastic Syndromes and Acute Myeloid Leukemia,UNKNOWN,,"PHASE1,PHASE2",5,ACTUAL,NA,NONE,TREATMENT,2016-08,2020-07-12,2021-07,2017-03-17,2020-10-12,"University of Campinas, Brazil",,Myelodysplastic Syndromes; Acute Myeloid Leukemia,Autologous dendritic cells electroporated with WT1 mRNA,Disease free survival,Brazil,
NCT03171220,Neoantigen Reactive T Cells Combined With SHR-1210 for Chinese Patients With Advanced Refractory Solid Tumors,UNKNOWN,,"PHASE1,PHASE2",40,ESTIMATED,NA,NONE,TREATMENT,2017-06-01,2019-12-31,2020-12-31,2017-05-31,2017-06-06,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,,Advanced Malignant Solid Tumor,Neoantigen Reactive T Cells(NRTs); SHR-1210; Fludarabine; Cyclophosphamide; Interleukin-2,Number of participants with Adverse Events,China,
NCT03199807,Phase IB/II Study of NRT Combined With Radiotherapy for Advanced HCC,UNKNOWN,,"PHASE1,PHASE2",40,ESTIMATED,NA,NONE,TREATMENT,2017-07-20,2020-07-20,2021-07-20,2017-06-27,2017-06-27,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,,HCC,NRT; Radiotherapy,Number of participants with Adverse Events,,
NCT03205930,Neo-MASCT Immunotherapy for Advanced NSCLC.,UNKNOWN,,"PHASE1,PHASE2",20,ESTIMATED,NA,NONE,TREATMENT,2017-08,2019-10,2019-11,2017-07-02,2017-07-05,The First People's Hospital of Lianyungang,"Hengrui Yuanzheng Bio-Technology Co., Ltd.",NSCLC Stage IV,Neo-MASCT,Number of participants with treatment-related adverse events as assessed by CTCAE v4.03,China,
NCT03468244,Clinical Study of Personalized mRNA Vaccine Encoding Neoantigen in Patients With Advanced Digestive System Neoplasms,UNKNOWN,,NA,24,ESTIMATED,NA,NONE,TREATMENT,2018-05-01,2019-12-31,2021-12-31,2018-03-16,2019-02-26,Changhai Hospital,Stemirna Therapeutics,Advanced Esophageal Squamous Carcinoma; Gastric Adenocarcinoma; Pancreatic Adenocarcinoma; Colorectal Adenocarcinoma,Personalized mRNA Tumor Vaccine,Number of participants with treatment-related adverse events as assessed by CTCAE v4.0,China,
NCT03558945,Clinical Trial on Personalized Neoantigen Vaccine for Pancreatic Tumor,UNKNOWN,,PHASE1,30,ESTIMATED,NA,NONE,TREATMENT,2018-07-12,2023-11-30,2023-12-30,2018-06-15,2023-04-24,"Anda Biopharmaceutical Development (Shenzhen) Co., Ltd.",,Pancreatic Tumor,Personalized neoantigen vaccine,Incidence and grades of adverse events as assessed by CTCAE v5.0,China,
NCT03592225,Can an Educational Intervention Targeting General Practitioners Increase HPV Vaccination Coverage in AuRA_Lyon (France),UNKNOWN,,NA,300,ESTIMATED,RANDOMIZED,DOUBLE,OTHER,2016-03-01,2023-03-30,2023-03-30,2018-07-19,2022-05-26,International Agency for Research on Cancer,,Human Papillomavirus Vaccination,Educational workshop,Assessing change from baseline HPV vaccination coverage of Lyon's girls aged 11-14 obtained by the GP from the intervention arm at 18 months after the intervention (increase in number of vaccinated girls as assessed by questionnaire in the study cohort),France,
NCT03662815,Clinical Study of a Personalized Neoantigen Cancer Vaccine in Treating Patients With Advanced Malignant Tumor,UNKNOWN,,PHASE1,30,ESTIMATED,NA,NONE,TREATMENT,2018-02-07,2021-05-20,2022-12-30,2018-09-07,2021-11-16,Sir Run Run Shaw Hospital,"Hangzhou Neoantigen Therapeutics Co., Ltd.",Advanced Malignant Solid Tumor,iNeo-Vac-P01; GM-CSF,Objective Response Rate; Number of participants experiencing clinical and laboratory adverse events (AEs),China,
NCT03674073,A Study Combining Personalized Neoantigen-based Dendritic Cell Vaccine With Microwave Ablation for the Treatment of Hepatocellular Carcinoma,UNKNOWN,,PHASE1,24,ESTIMATED,RANDOMIZED,NONE,TREATMENT,2018-10-15,2020-10-15,2020-12-15,2018-09-17,2018-10-18,Chinese PLA General Hospital,Likang Life Sciences Holdings Limited,"Hepatocellular Carcinoma; Liver Cancer, Adult",Neoantigen Vaccines; Microwave Ablation,Safety of neoantigen-based DC vaccine as measured by the number of subjects experiencing each type of adverse event according to the National Cancer Institute Common Terminology Criteria for Adverse Events v4.0.,China,
NCT03715985,Personalized Neo-antigen Vaccine in Advanced Solid Tumors (NeoPepVac),UNKNOWN,,"PHASE1,PHASE2",12,ACTUAL,NA,NONE,TREATMENT,2019-01-28,2022-12-01,2022-12-01,2018-10-23,2022-01-11,Herlev Hospital,,"Malignant Melanoma, Metastatic; Non Small Cell Lung Cancer Metastatic; Bladder Urothelial Carcinoma, Metastatic",EVAX-01-CAF09b,Number and type of reported adverse events,Denmark,
NCT03807102,Trial of Tumor Vaccine Used for Adjuvant Therapy in Post Radical Operation Patients With Lung Cancer,UNKNOWN,,"PHASE1,PHASE2",30,ESTIMATED,NA,NONE,TREATMENT,2024-01-16,2025-01-31,2026-01-31,2019-01-16,2023-12-29,Yongchang Zhang,"Shanghai Houchao Biotechnology Co., Ltd",Lung Cancer,Tumor Vaccine,Disease-free Survival (DFS); Adverse Events (AEs),China,
NCT03870113,DC Vaccines Targeting HPV16/18 E6/E7 Protein to Regress CINI/CIN2,UNKNOWN,,PHASE1,80,ESTIMATED,NA,NONE,TREATMENT,2019-04-01,2022-03-31,2022-12-30,2019-03-11,2019-03-14,Shenzhen People's Hospital,,Cervical Intraepithelial Neoplasia,Vaccinated group,Incidence of Treatment-Emergent Adverse Events [Safety]; Immunogenicity of neoantigen-primed DC Vaccines,China,
NCT03871205,Neoantigen-primed DC Vaccines Therapy for Refractory Lung Cancer,UNKNOWN,,PHASE1,30,ESTIMATED,NA,NONE,TREATMENT,2019-04-01,2020-06-30,2020-12-30,2019-03-12,2019-03-12,Shenzhen People's Hospital,,"Carcinoma, Non-Small Cell Lung; Carcinoma, Small Cell Lung",Neoantigen loaded DC vaccine,Incidence of Treatment-Emergent Adverse Events [Safety]; Immunogenicity of neoantigen-primed DC Vaccines,China,
NCT03908671,Clinical Study of Personalized mRNA Vaccine Encoding Neoantigen in Patients With Advanced Esophageal Cancer and Non-small Cell Lung Cancer,UNKNOWN,,NA,24,ESTIMATED,NA,NONE,TREATMENT,2019-10-18,2024-10-31,2025-12-31,2019-04-09,2023-04-13,Stemirna Therapeutics,The First Affiliated Hospital of Zhengzhou University,Esophageal Cancer; Non Small Cell Lung Cancer,Personalized mRNA Tumor Vaccine,Number of participants with treatment-related adverse events as assessed by CTCAE v4.03,China,
NCT04072900,A Personalized NeoAntigen Cancer Vaccine Combined With Anti-PD-1 in Melanoma,UNKNOWN,,PHASE1,30,ESTIMATED,NA,NONE,TREATMENT,2020-04-21,2021-09-01,2022-09-01,2019-08-28,2020-04-28,Xiangya Hospital of Central South University,,Melanoma (Skin),Peptide; Anti-PD-1; rhGM-CSF; Imiquimod 5% Topical Cream,Number of participants experiencing adverse events; Number of Patients with Complete Remission Rate; Number of Patients with Progressive Disease; Number of Patients with Partial Response,China,
